id|code|category|make|model|year|color|price|currency|update_date|create_date
459|68180-755|Medium|Jaguar|XK Series|2004|Blue|271954|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
460|49614-134|Medium|Mazda|Miata MX-5|2008|Purple|238594|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
461|49035-637|Medium|Subaru|Forester|1999|Maroon|229898|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
462|64092-317|Medium|Volvo|V50|2006|Puce|244595|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
463|54569-6043|High|Chrysler|LHS|1999|Blue|236029|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
464|11523-7357|High|Mazda|Mazda6|2006|Violet|236821|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
465|61314-647|Medium|Volkswagen|Golf|2001|Mauv|270236|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
466|68788-9953|Medium|Chevrolet|Corvair|1960|Violet|300979|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
467|0944-2656|Medium|Hyundai|Sonata|1995|Khaki|271676|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
468|0781-5052|High|Dodge|Viper|2002|Green|260312|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
469|21695-931|High|Pontiac|6000|1990|Green|224935|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
470|59667-0020|Low|Mercedes-Benz|300SL|1993|Yellow|216970|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
471|36987-2625|Medium|Land Rover|Range Rover|2004|Orange|240024|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
472|57344-092|High|Honda|Civic|1994|Pink|227425|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
473|0037-8130|High|Suzuki|XL-7|2003|Mauv|266204|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
474|36987-3074|Low|Jeep|Grand Cherokee|1999|Turquoise|207391|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
475|0115-1246|Medium|Porsche|Cayenne|2013|Puce|266575|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
476|68084-158|Low|Mitsubishi|Expo|1994|Maroon|205309|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
477|67345-0509|High|Jeep|Grand Cherokee|2002|Fuscia|252756|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
478|64980-191|Medium|Lotus|Exige|2007|Blue|271447|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
479|61727-326|Medium|Mercedes-Benz|GL-Class|2009|Yellow|231053|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
480|0093-5537|Low|Chevrolet|Corvette|1998|Maroon|302383|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
481|11822-0691|High|Mitsubishi|Diamante|1996|Crimson|253425|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
482|41250-517|High|Lincoln|Continental|1989|Puce|267356|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
483|59762-5016|Medium|Volkswagen|Golf|1986|Goldenrod|272163|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
484|58443-0021|Low|Geo|Tracker|1992|Red|252413|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
485|43857-0177|Medium|GMC|Yukon XL 1500|2000|Turquoise|291012|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
486|63629-5415|Medium|Volkswagen|Golf|1988|Turquoise|226693|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
487|50845-0050|Medium|Honda|Civic|1997|Crimson|250919|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
488|33342-094|High|Buick|Coachbuilder|1990|Red|262811|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
489|0338-6010|High|Mitsubishi|Montero|1998|Green|240478|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
490|21695-141|High|Mercury|Marauder|2004|Fuscia|263438|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
491|43353-874|Medium|Toyota|Camry Hybrid|2012|Turquoise|224987|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
492|58160-810|High|Toyota|T100|1994|Violet|227873|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
493|49884-340|Low|GMC|Yukon XL 2500|2007|Violet|245480|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
494|55648-928|Low|Buick|Park Avenue|1991|Fuscia|271099|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
495|65862-124|Medium|Infiniti|M|2004|Goldenrod|261649|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
496|49348-031|Medium|Ford|Ranger|1991|Teal|258590|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
497|0548-1911|Low|Mercedes-Benz|CL65 AMG|2009|Mauv|247884|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
498|15071-804|Medium|Chrysler|300|2010|Blue|217625|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
499|60681-0301|Low|Volkswagen|Golf|2001|Pink|228730|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
500|58599-003|Medium|Audi|Cabriolet|1996|Maroon|230468|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
501|58414-8725|Low|Toyota|Camry Hybrid|2009|Indigo|233569|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
502|47682-285|Medium|Chevrolet|Blazer|1996|Violet|249567|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
503|58986-030|Medium|Honda|Civic|1990|Aquamarine|255959|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
504|57955-0065|Medium|GMC|Safari|1999|Violet|247561|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
505|58468-0021|Medium|Volkswagen|Eurovan|2000|Maroon|251865|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
506|61919-184|Low|Hyundai|Sonata|1995|Purple|253196|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
507|51138-044|Low|Lincoln|Town Car|2001|Khaki|243535|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
508|0179-0113|Medium|Subaru|SVX|1994|Turquoise|246451|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
509|60681-3105|Medium|Chevrolet|Impala SS|1995|Indigo|247387|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
510|0472-0013|Low|Dodge|Caravan|2005|Crimson|272078|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
511|11695-1411|Low|BMW|7 Series|2008|Blue|261528|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
512|68788-9749|High|Pontiac|6000|1984|Yellow|226340|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
513|49349-392|High|Chevrolet|Lumina|1997|Maroon|250010|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
514|59779-199|Medium|Acura|MDX|2008|Green|254753|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
515|54458-938|Medium|Chevrolet|HHR|2010|Puce|259317|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
516|0603-4112|Low|Mazda|MX-5|1998|Violet|251485|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
517|10096-0277|High|Dodge|Ram|1994|Aquamarine|242273|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
518|60681-5301|Medium|Isuzu|Rodeo|1997|Turquoise|235571|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
519|0378-4252|Medium|Toyota|Corolla|1995|Pink|250789|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
520|54305-221|Medium|Ford|Ranger|2000|Aquamarine|255531|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
521|24208-670|High|Mercury|Sable|1991|Khaki|234347|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
522|54569-0294|High|Lexus|LX|1999|Indigo|248010|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
523|61570-031|Low|Infiniti|QX|1997|Orange|255003|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
524|52915-130|Low|Volkswagen|Phaeton|2005|Khaki|234567|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
525|0054-0003|Low|Nissan|240SX|1997|Fuscia|271692|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
526|36987-1486|Medium|Chevrolet|3500|1994|Yellow|243913|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
527|0363-0559|High|Cadillac|CTS|2005|Goldenrod|254380|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
528|58411-234|Medium|Nissan|Altima|2005|Orange|259181|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
529|49349-952|Low|Dodge|Ram Van 3500|1995|Pink|264748|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
530|65841-129|Low|Ford|F-Series|2001|Turquoise|242907|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
531|0091-3324|High|Ford|Thunderbird|1977|Indigo|260064|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
532|65862-053|Medium|Infiniti|QX|2003|Maroon|262211|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
533|53808-0253|Medium|Mazda|MX-5|2011|Red|257598|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
534|0781-5220|Medium|Mercedes-Benz|190E|1992|Purple|246851|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
535|52125-960|Medium|Oldsmobile|Regency|1997|Teal|267401|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
536|41520-699|High|Geo|Tracker|1995|Orange|248832|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
537|52915-030|Low|Ferrari|599 GTB Fiorano|2008|Blue|249761|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
538|0615-7705|Medium|GMC|Sonoma|1992|Purple|251100|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
539|16590-301|High|Land Rover|LR4|2011|Orange|291483|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
540|54569-0126|Medium|Toyota|Sequoia|2003|Indigo|228178|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
541|57955-6025|High|Dodge|Ram Van 3500|2001|Yellow|249839|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
542|21695-507|High|Mercury|Mystique|2000|Blue|260230|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
543|10819-3740|High|GMC|Suburban 1500|1995|Blue|220720|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
544|63824-321|High|Maybach|62|2011|Fuscia|277792|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
545|65903-295|Low|Chevrolet|Tracker|1999|Purple|216503|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
546|43596-0020|Medium|Suzuki|XL-7|2001|Turquoise|224843|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
547|68258-8977|Low|Chevrolet|3500|1993|Fuscia|245365|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
548|68180-384|High|Dodge|Charger|1968|Aquamarine|247065|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
549|54973-3186|High|Mercury|Grand Marquis|2000|Goldenrod|256356|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
550|62175-195|Medium|Saab|9000|1988|Violet|230985|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
551|46123-014|Low|Audi|S4|2013|Puce|266901|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
552|48951-7109|High|Ferrari|F430|2008|Orange|240653|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
553|0781-5950|Medium|Honda|Prelude|1993|Aquamarine|244022|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
554|62802-182|Medium|Maybach|57|2005|Teal|270065|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
555|49349-628|Low|Toyota|Camry Hybrid|2008|Puce|264956|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
556|63629-1468|High|BMW|X3|2009|Green|240820|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
557|59779-679|Medium|Suzuki|Daewoo Magnus|2004|Aquamarine|270555|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
558|65321-025|High|Mazda|Mazda6|2010|Aquamarine|246347|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
559|0280-1430|Medium|Lincoln|Town Car|1999|Red|238465|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
560|52125-075|High|GMC|Savana 2500|1997|Fuscia|229016|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
561|51079-088|Low|Suzuki|Grand Vitara|2003|Teal|247199|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
562|54868-2463|Low|Lexus|IS|2003|Purple|242581|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
563|54569-2523|High|Ford|Courier|1989|Indigo|251451|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
564|55154-9563|High|Hyundai|Veloster|2012|Red|286561|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
565|55154-1379|High|Mercedes-Benz|SLS-Class|2011|Crimson|263700|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
566|0615-7555|Medium|Ford|F150|1996|Green|219990|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
567|13630-0056|Medium|Ford|Ranger|2003|Red|242301|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
568|52343-001|Medium|Dodge|Ram 2500|1999|Crimson|276236|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
569|63717-325|Low|Nissan|Sentra|2007|Orange|214029|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
570|45802-008|Medium|Lotus|Elan|1994|Puce|295340|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
571|0091-6701|Low|Hyundai|Sonata|1993|Orange|316299|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
572|52584-626|Low|Mercedes-Benz|G-Class|2004|Violet|274279|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
573|51655-900|Medium|Pontiac|Firebird|2001|Aquamarine|252358|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
574|37000-022|High|Geo|Metro|1994|Khaki|264118|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
575|59779-649|Medium|Isuzu|Hombre Space|2000|Indigo|216888|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
576|59579-008|Low|Aptera|Type-1h|2010|Yellow|234686|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
577|52380-4801|Medium|Land Rover|Range Rover|1989|Turquoise|238452|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
578|11822-0498|Medium|Honda|S2000|2000|Turquoise|266367|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
579|65044-3510|Medium|Audi|R8|2008|Crimson|288626|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
580|55111-784|Low|Subaru|Legacy|2006|Maroon|233394|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
581|0378-2695|High|Toyota|Corolla|2002|Purple|237267|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
582|53187-220|Low|Ford|Ranger|1997|Goldenrod|281276|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
583|41163-911|Low|Oldsmobile|Alero|2000|Green|294469|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
584|54868-4928|Low|Ford|F150|1999|Red|215776|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
585|45802-868|High|Acura|Legend|1988|Green|252594|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
586|41520-440|High|Mercedes-Benz|SL-Class|1997|Violet|260114|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
587|33261-900|Low|Chevrolet|1500|1996|Red|239555|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
588|59397-3310|Medium|Mazda|Mazda3|2004|Green|277739|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
589|53808-0775|Low|Audi|A3|2008|Turquoise|248888|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
590|13537-249|Low|Subaru|SVX|1996|Violet|221113|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
591|33261-071|High|Lincoln|Town Car|1995|Pink|256057|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
592|68258-8900|Medium|GMC|Sonoma|2000|Purple|266603|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
593|37205-605|Medium|Ford|Taurus|2007|Orange|274011|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
594|60429-099|Medium|Saab|9-3|2010|Indigo|271771|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
595|49349-915|High|Chrysler|Imperial|1993|Khaki|264071|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
596|60760-512|Low|Mazda|RX-7|1985|Turquoise|268574|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
597|54118-7188|Medium|Chevrolet|Express 3500|1999|Green|279428|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
598|42421-775|Medium|Oldsmobile|Aurora|1999|Mauv|243499|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
599|36800-368|Medium|Ford|Focus ST|2013|Fuscia|234473|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
600|37000-819|Medium|GMC|Savana|2011|Aquamarine|218329|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
601|49967-452|Low|Nissan|Cube|2010|Goldenrod|255184|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
602|0603-4982|Low|Toyota|Avalon|2011|Yellow|243541|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
603|60512-2007|Low|Land Rover|Range Rover|2010|Turquoise|257969|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
604|42192-138|Medium|Ford|Econoline E250|2001|Green|235690|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
605|59779-329|High|Ford|Expedition|2004|Green|277921|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
606|14783-025|Medium|Nissan|Maxima|2004|Blue|287945|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
607|16590-649|High|Austin|Mini|1963|Violet|265464|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
608|42876-002|Medium|Jeep|Compass|2009|Yellow|202183|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
609|0722-6670|Low|Lexus|ES|1993|Indigo|252836|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
610|68647-182|Medium|Chevrolet|G-Series 3500|1998|Yellow|261450|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
611|55154-9412|High|Mercedes-Benz|S-Class|1987|Goldenrod|233025|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
612|0378-5011|High|Hyundai|Sonata|2010|Teal|261738|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
613|51531-2823|Low|Buick|Park Avenue|2004|Pink|231894|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
614|75862-022|Low|Volvo|S60|2013|Puce|233566|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
615|43269-617|High|Pontiac|Grand Prix|1991|Indigo|279363|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
616|59779-211|Low|Ford|Aerostar|1992|Pink|269811|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
617|58411-171|Medium|Chrysler|300C|2005|Crimson|269230|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
618|59667-0027|Low|Toyota|Echo|2005|Yellow|252763|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
619|10096-0292|High|Chevrolet|1500|1999|Khaki|227775|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
620|51079-285|Low|GMC|Safari|1993|Violet|223895|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
621|62080-5001|High|Buick|Riviera|1997|Goldenrod|242260|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
622|43063-440|Low|Mazda|Millenia|1998|Blue|275580|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
623|44237-400|Low|Suzuki|Grand Vitara|2004|Orange|243790|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
624|49288-0203|Low|Mazda|CX-9|2011|Fuscia|209216|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
625|68788-9538|Medium|Pontiac|Grand Prix|1995|Blue|259562|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
626|49999-011|Medium|Mercury|Grand Marquis|2005|Crimson|256140|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
627|54868-4021|Low|Ford|E150|2004|Yellow|236641|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
628|52125-069|High|Buick|Roadmaster|1995|Indigo|237415|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
629|0603-6161|Low|Mitsubishi|3000GT|1998|Orange|226111|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
630|33992-1130|High|Audi|Allroad|2005|Green|224914|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
631|52584-151|Low|Ford|Club Wagon|1993|Violet|269546|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
632|37808-025|Medium|Saturn|VUE|2010|Goldenrod|248836|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
633|59779-055|High|Honda|Prelude|1985|Crimson|249945|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
634|25021-827|High|Hyundai|Tiburon|2006|Orange|227139|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
635|24385-386|Low|Land Rover|Defender|1993|Turquoise|257317|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
636|37808-290|Low|BMW|5 Series|1998|Violet|285336|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
637|51483-002|Medium|Ford|Transit Connect|2010|Khaki|227113|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
638|36987-2795|Medium|Mitsubishi|Montero|2003|Orange|243480|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
639|0409-7600|High|Mitsubishi|Chariot|1990|Red|217809|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
640|68084-372|Low|Dodge|Viper RT/10|1994|Yellow|229480|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
641|50419-459|High|Mazda|Mazdaspeed 3|2011|Red|236646|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
642|59741-224|Medium|GMC|Sierra 1500|2006|Yellow|283636|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
643|36987-1469|High|Ford|Thunderbird|1990|Orange|264892|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
644|25021-703|Low|Ford|Fairlane|1966|Violet|267001|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
645|52584-950|Low|GMC|Yukon|1995|Puce|260716|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
646|0603-5926|Medium|GMC|Vandura G3500|1996|Maroon|246256|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
647|62584-639|Low|Buick|LeSabre|1992|Fuscia|272596|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
648|29500-9085|Medium|Cadillac|STS|2010|Puce|209624|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
649|62802-218|Medium|Chrysler|Concorde|1993|Crimson|214311|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
650|0268-1477|High|Chevrolet|Suburban 1500|1992|Indigo|261816|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
651|46006-002|Low|Mitsubishi|Chariot|1992|Red|230229|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
652|13709-232|Medium|Scion|tC|2011|Fuscia|269997|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
653|55289-861|Low|Lexus|RX|2005|Mauv|260579|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
654|55118-420|High|Volkswagen|Touareg|2011|Pink|303190|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
655|51445-201|High|Ford|Mustang|1969|Orange|259330|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
656|0172-7310|Low|Dodge|Caravan|1994|Blue|242912|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
657|36987-1937|High|Toyota|Camry Hybrid|2009|Puce|247365|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
658|52125-612|Low|Mazda|Tribute|2008|Orange|226222|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
659|68647-180|Medium|Audi|A3|2008|Mauv|250180|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
660|42998-973|High|Buick|Park Avenue|2005|Turquoise|246197|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
661|63629-3052|High|Mazda|CX-5|2013|Mauv|253663|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
662|64942-1066|High|Lexus|ES|2002|Indigo|215738|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
663|0378-6202|Medium|Ford|F350|2004|Teal|279877|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
664|55878-105|High|Oldsmobile|Aurora|1996|Purple|262938|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
665|43353-215|Low|Mitsubishi|Pajero|1994|Aquamarine|233499|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
666|54643-5647|Low|Chevrolet|Camaro|2000|Blue|257115|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
667|68428-045|Low|Lamborghini|Countach|1987|Indigo|273916|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
668|64159-7047|High|Pontiac|Grand Prix|1995|Pink|287585|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
669|61884-1001|High|Hyundai|Sonata|1994|Violet|244220|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
670|49288-0741|High|Ford|Econoline E350|1993|Pink|213920|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
671|63629-3771|High|Volkswagen|GTI|1987|Indigo|217517|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
672|36987-1348|Low|Mitsubishi|Diamante|1998|Orange|263977|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
673|64117-998|Low|Scion|tC|2008|Puce|274014|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
674|42808-204|High|Ford|F250|1992|Khaki|228168|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
675|61010-3112|High|Honda|Odyssey|2010|Puce|229366|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
676|52125-231|Medium|Ford|Thunderbird|1995|Teal|226448|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
677|68703-124|High|Acura|TL|1995|Indigo|292223|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
678|56152-2003|High|Chrysler|Crossfire|2008|Yellow|282681|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
679|52125-280|Medium|Chevrolet|Express 1500|2004|Indigo|227614|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
680|59746-246|Medium|Chrysler|200|2012|Violet|261364|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
681|0268-6545|Medium|Dodge|Neon|2000|Yellow|245659|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
682|52125-445|High|Lotus|Esprit|1989|Aquamarine|242496|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
683|0143-1250|Medium|Mitsubishi|3000GT|1994|Violet|320278|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
684|55312-281|Medium|Cadillac|Escalade|2002|Green|264207|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
685|50436-9028|Medium|Chevrolet|Camaro|1999|Turquoise|266646|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
686|49288-0086|Medium|Subaru|Justy|1988|Maroon|272770|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
687|0362-9010|Low|Honda|del Sol|1993|Blue|247548|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
